comment_cleaned,sentiment
minute later feel lot less anxious coz watched video speed hehe thank god bless,positive
lol dont know anxiety feel like,neutral
descriptive lilac coincidentally peck music ultimately clip lopsided spring young living face,neutral
feel anxious failure embarrassing vulnerableabout large groupsabout hated high expectation wrong different people think lockdown changed mental health drastically feel anxious hour day ever day want stop,negative
hi sir,positive
ok let stop said cant stop anxiety trying avoid disagree sever panic attack notice keeping mind busy help alot,negative
dude look much like trump son,negative
get anxiety attack work tell take like man show anxiety,negative
anxiety illness,negative
intro made anxious,negative
get anxiety feel like gon na fall yeah,negative
un underrated speech much helpful anxiety speech ship analogy genius ty,positive
google search year ive always thought anxiety enemy cause low selfesteem reason failed thing tried listening cried realised reason thought pattern one put tell unlovable smart enough skilled enough make career talked kind make peace actually listen crew instead trying lock away hide made sense used think anxiety disorder realise chronic anxiety result emotion tried take ship captain lost control captain need take back control kind listening telling good enough thank youtube recommending importantly thank tim sharing powerful message especially liked part kind crew anxiety saved lot disaster feel like never take moment appreciate yes painful wake heavy chest struggling breathe constant cold feeling stomach easy live however remember anxious young age every time feel extreme anxiety remind mission get rid anxiety avoid anxiety mission listen mind negotiate always strive best outcome given situation,negative
great video mani practice definitely help,positive
parallel wilderness indirectly rinse italy ipsilaterally blind via hallowed dash cautious small geometry,negative
health anxiety right cause trouble breathing,negative
thank making know im alone im normal people experiencing thank,neutral
wow crazy word powering helped til use bad thing pushing away warning,negative
changeable cake methodologically explain shark additionly change opposite special monday secondhand thin pizza,neutral
suffering panic attack right anxiety top feel fear fear unknown fear losing mind getting crazy,negative
